sesso,eta,titolo_studio,regione,corso_medievale,opinione_medioevo,eta_num,titolo_studio_num,opinione_num,corso_num,data_inizio,anno_inizio,cluster_inizio,motivo_inizio_cat,data_fine,anno_fine,cluster_fine,motivo_fine_cat,durata_medioevo,termini_associati,commento_aperto,sentiment_score,sentiment_class
Donna,40-49,Laurea triennale,Lombardia,Sì,Assolutamente negativa,44.5,6,1,1,7/8 secolo dc,750.0,600-800 (Periodo pre-carolingio),Non specificato,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,742.0,"Invasioni Barbariche, Editto di Rotari, Peste, Scoperta dell’America, Caccia alle streghe",,,Neutrale/Misto
Uomo,50-59,Diploma di istruzione tecnica,Lombardia,No,Neutrale,54.5,4,3,0,FINE 400,400.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1500,1500.0,1493-1517 (Riforma protestante),Scoperta America,1100.0,"Stato pontificio, Vassalli, Invasioni Barbariche, Crociate",,,Neutrale/Misto
Donna,20-29,Laurea magistrale,Lombardia,No,Neutrale,24.5,7,3,0,800 dc,800.0,600-800 (Periodo pre-carolingio),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,692.0,"Vassalli, Caccia alle streghe, Invenzione della stampa, Invasioni Barbariche, Repubbliche Marinare",,,Neutrale/Misto
Donna,20-29,Diploma di istruzione tecnica,Veneto,No,Neutrale,24.5,4,3,0,500,500.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1300,1300.0,Pre-1400 (Fine anticipata),Non specificato,800.0,"Savoia, Crociate, Invasioni Barbariche, Vassalli, Scoperta dell’America",,,Neutrale/Misto
Donna,50-59,Diploma di istruzione tecnica,Lombardia,No,Parzialmente negativa,54.5,4,2,0,Dal 476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Peste, Crociate, Savoia, Stato pontificio, Vassalli",Non avrei mai voluto viverci. ,0.0,Neutrale/Misto
Uomo,50-59,Laurea magistrale,Lombardia,No,Assolutamente positiva,54.5,7,5,0,476 dc ,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Vassalli, Crociate, Caccia alle streghe, Normanni, Invasioni Barbariche",Ha posto le basi per il Rinascimento ,0.0,Neutrale/Misto
Donna,30-39,Laurea magistrale,Trentino Alto Adige,Sì,Parzialmente negativa,34.5,7,2,1,1000,1000.0,800-1000 (Impero Carolingio),Non specificato,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,492.0,"Caccia alle streghe, Invenzione della stampa, Stato pontificio, Peste, Vassalli",,,Neutrale/Misto
Uomo,50-59,Laurea magistrale,Emilia Romagna,Sì,Neutrale,54.5,7,3,1,poco prima del 500 dc,500.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,992.0,"Crociate, Caccia alle streghe, Invasioni Barbariche, Vassalli, Repubbliche Marinare","periodo misconosciuto di transizione/gestazione incluso nella più completa storia moderna, dove si è vista la piena direzione culturale e geopolitica contemporanea",0.0,Neutrale/Misto
Donna,20-29,Diploma di istruzione professionale,Veneto,No,Neutrale,24.5,3,3,0,476 d.C,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Peste, Aratro, Crociate, Caccia alle streghe, Invasioni Barbariche",,,Neutrale/Misto
Uomo,50-59,Diploma di istruzione tecnica,Lombardia,No,Neutrale,54.5,4,3,0,1000,1000.0,800-1000 (Impero Carolingio),Caduta Roma,1400,1400.0,1400-1453 (Caduta Costantinopoli),Rinascimento,400.0,"Caccia alle streghe, Stato pontificio, Crociate, Vassalli, Peste",,,Neutrale/Misto
Donna,50-59,Laurea magistrale,Lombardia,No,Parzialmente negativa,54.5,7,2,0,1000,1000.0,800-1000 (Impero Carolingio),Caduta Roma,1500,1500.0,1493-1517 (Riforma protestante),Rinascimento,500.0,"Caccia alle streghe, Crociate, Editto di Rotari, Vassalli, Peste",,,Neutrale/Misto
Donna,50-59,Licenza media,Emilia Romagna,No,Assolutamente negativa,54.5,2,1,0,500 d.c.,500.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1490,1490.0,1454-1492 (Scoperta America),Non specificato,990.0,Aratro,,,Neutrale/Misto
Donna,50-59,Diploma di istruzione professionale,Lombardia,No,Neutrale,54.5,3,3,0,V secolo D.C.,450.0,476-500 (Caduta Impero Romano Occ.),Ricordi scolastici,XV secolo D.C.,1450.0,1400-1453 (Caduta Costantinopoli),Ricordi scolastici,1000.0,"Crociate, Editto di Rotari, Vassalli, Scoperta dell’America, Normanni",Fu un'era in cui nel mondo cambiarono tante situazioni e ci furono le invenzioni che tutt'ora utilizziamo ,0.0,Neutrale/Misto
Donna,40-49,Diploma di istruzione liceale,Lombardia,No,Neutrale,44.5,5,3,0,600,600.0,500-600 (Alto Medioevo),Non specificato,700,700.0,Pre-1400 (Fine anticipata),Non specificato,100.0,"Crociate, Caccia alle streghe, Invasioni Barbariche, Vassalli, Peste",,,Neutrale/Misto
Uomo,20-29,Diploma di istruzione liceale,Lombardia,No,Neutrale,24.5,5,3,0,V Secolo ,450.0,476-500 (Caduta Impero Romano Occ.),Non specificato,XV Secolo,1450.0,1400-1453 (Caduta Costantinopoli),Non specificato,1000.0,"Vassalli, Stato pontificio, Caccia alle streghe, Peste, Invenzione della stampa",,,Neutrale/Misto
Donna,20-29,Laurea magistrale,Veneto,No,Neutrale,24.5,7,3,0,V secolo d.C.,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1042.0,"Vassalli, Peste, Caccia alle streghe, Invasioni Barbariche, Stato pontificio",,,Neutrale/Misto
Uomo,50-59,Diploma di istruzione tecnica,Lombardia,No,Parzialmente negativa,54.5,4,2,0,Verso fine 400,400.0,476-500 (Caduta Impero Romano Occ.),Altro,Con la scoperta dell'America ,,Non specificato,Altro,,"Vassalli, Repubbliche Marinare, Peste, Caccia alle streghe, Editto di Rotari",,,Neutrale/Misto
Donna,30-39,Laurea magistrale,Lombardia,No,Parzialmente positiva,34.5,7,4,0,VI,,Non specificato,Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,,"Vassalli, Peste, Stato pontificio, Aratro, Crociate",,,Neutrale/Misto
Non-Binario,20-29,Diploma di istruzione liceale,Campania,No,Parzialmente negativa,24.5,5,2,0,II secolo d.C.,150.0,Pre-476 (ante caduta Roma),Ricordi scolastici,quindicesimo secolo,,Non specificato,Scoperta America,,"Caccia alle streghe, Stato pontificio, Crociate, Peste, Invasioni Barbariche",,,Neutrale/Misto
Uomo,50-59,Diploma di istruzione tecnica,Lombardia,No,Parzialmente negativa,54.5,4,2,0,400,400.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1092.0,"Crociate, Peste, Vassalli, Stato pontificio",,,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,No,Neutrale,24.5,6,3,0,476 dC,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1453,1453.0,1400-1453 (Caduta Costantinopoli),Caduta Costantinopoli,977.0,"Vassalli, Crociate",Dire che è un epoca oscura non è sempre corretto ma dire il contrario è riduttivo,0.0,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Campania,Sì,Assolutamente positiva,24.5,5,5,1,V secolo ,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1042.0,"Stato pontificio, Arabi, Peste, Crociate","Il medioevo è solo un termine di comodo per distinguere in maniera più semplice dei blocchi temporali. Mille anni non possono essere definiti da una stessa parola, soprattutto i mille anni in cui sono state gettate le basi della società così come la conosciamo ",0.0,Neutrale/Misto
Uomo,40-49,Laurea magistrale,Lombardia,No,Assolutamente positiva,44.5,7,5,0,Secolo V,,Non specificato,Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,,"Crociate, Peste, Vassalli, Invenzione della stampa, Scoperta dell’America",Il periodo che precede l'età Moderna. Moderna.,0.0,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Campania,Sì,Assolutamente negativa,24.5,5,1,1,476 d.c,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492 d.c,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Peste, Caccia alle streghe",,,Neutrale/Misto
Donna,40-49,Diploma di istruzione professionale,Lombardia,No,Parzialmente negativa,44.5,3,2,0,450 dc,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1400,1400.0,1400-1453 (Caduta Costantinopoli),Rinascimento,950.0,"Peste, Caccia alle streghe, Stato pontificio",,,Neutrale/Misto
Uomo,50-59,Diploma di istruzione tecnica,Piemonte,No,Parzialmente negativa,54.5,4,2,0,467 d.c.,467.0,476-500 (Caduta Impero Romano Occ.),Altro,1492 d.c.,1492.0,1454-1492 (Scoperta America),Altro,1025.0,"Vassalli, Caccia alle streghe, Crociate, Peste, Stato pontificio",Decadenza,-1.0,Negativo
Uomo,50-59,Diploma di istruzione tecnica,Lombardia,No,Parzialmente negativa,54.5,4,2,0,600,600.0,500-600 (Alto Medioevo),Altro,1400/1500,1400.0,1400-1453 (Caduta Costantinopoli),Altro,800.0,"Peste, Scoperta dell’America, Crociate, Repubbliche Marinare, Invasioni Barbariche",Un importante periodo storico in bilico fra oscurantismo e scoperte ,1.0,Positivo
Non-Binario,60-69,Diploma di istruzione tecnica,Piemonte,No,Parzialmente negativa,64.5,4,2,0,1.000,50.0,Pre-476 (ante caduta Roma),Non specificato,1.500,500.0,Pre-1400 (Fine anticipata),Non specificato,450.0,"Peste, Aratro, Caccia alle streghe",Oscuro,-1.0,Negativo
Donna,18-19,Licenza media,Lombardia,No,Parzialmente negativa,18.5,2,2,0,476 d.C.,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Invasioni Barbariche, Crociate, Stato pontificio, Repubbliche Marinare, Normanni",,,Neutrale/Misto
Donna,50-59,Laurea magistrale,Piemonte,Sì,Parzialmente negativa,54.5,7,2,1,Fine impero romano,,Non specificato,Non specificato,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,,"Crociate, Caccia alle streghe, Vassalli",Un periodo molto lungo,0.0,Neutrale/Misto
Donna,50-59,Laurea magistrale,Veneto,No,Parzialmente negativa,54.5,7,2,0,476 d.C. ,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Peste, Stato pontificio, Invasioni Barbariche, Repubbliche Marinare, Normanni",Un periodo infausto per molti aspetti ma anche straordinario dal punto di vista culturale ed artistico. ,1.0,Positivo
Donna,40-49,Diploma di istruzione professionale,Lombardia,No,Assolutamente negativa,44.5,3,1,0,1700,1700.0,1000+ (Basso Medioevo),Ricordi scolastici,1800,1800.0,1518+ (Fine posticipata),Altro,100.0,"Stato pontificio, Invenzione della stampa, Savoia, Peste, Caccia alle streghe",,,Neutrale/Misto
Uomo,50-59,Diploma di istruzione tecnica,Lombardia,No,Assolutamente negativa,54.5,4,1,0,Dal 450dc circa,,Non specificato,Ricordi scolastici,"1500,dc",1500.0,1493-1517 (Riforma protestante),Ricordi scolastici,,"Invasioni Barbariche, Caccia alle streghe, Scoperta dell’America, Crociate, Peste",Periodo scuro ma richiamo di ritornarci in qualche modo,0.0,Neutrale/Misto
Donna,20-29,Laurea triennale,Lombardia,No,Neutrale,24.5,6,3,0,476 d.C,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Caccia alle streghe, Stato pontificio, Scoperta dell’America, Peste",,,Neutrale/Misto
Donna,18-19,Licenza media,Emilia Romagna,No,Neutrale,18.5,2,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1942,1942.0,1518+ (Fine posticipata),Scoperta America,1466.0,"Scoperta dell’America, Caccia alle streghe, Repubbliche Marinare, Peste, Crociate",un epoca di stallo ,0.0,Neutrale/Misto
Uomo,40-49,Diploma di istruzione professionale,Emilia Romagna,No,Neutrale,44.5,3,3,0,476 d.C,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Invasioni Barbariche, Stato pontificio, Peste, Caccia alle streghe, Vassalli","Circa mille anni, con grandi periodi positivi e negativi… guerre, epidemie, ma anche grandi passaggi positivi… ",0.0,Neutrale/Misto
Uomo,80+,Diploma di istruzione tecnica,Lombardia,No,Parzialmente positiva,85.0,4,4,0,1500-1600,1500.0,1000+ (Basso Medioevo),Non specificato,1800,1800.0,1518+ (Fine posticipata),Non specificato,300.0,"Caccia alle streghe, Invenzione della stampa, Crociate, Peste, Scoperta dell’America","Il medioevo è stato il momento di passaggio dai grossi imperi alla modernizzazione dei tempi, un passaggio per poi vivere meglio ",0.0,Neutrale/Misto
Uomo,30-39,Laurea magistrale,Lombardia,Sì,Parzialmente positiva,34.5,7,4,1,476 d.C.,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1517,1517.0,1493-1517 (Riforma protestante),Scoperta America,1041.0,"Normanni, Crociate, Peste, Aratro, Vassalli","Il medioevo è sicuramente un gran calderone di eventi storico-politici, religiosi ecc... e la sua durata di certo non consente una rigida classificazione come epoca positiva o negativa. Tuttavia, apprezzabile la rivalutazione di questo periodo storico che è stata portata avanti in questi ultimi decenni.",0.0,Neutrale/Misto
Uomo,50-59,Laurea magistrale,Lombardia,Sì,Parzialmente negativa,54.5,7,2,1,Quinto d.C.,,Non specificato,Caduta Roma,Quindicesimo ,,Non specificato,Scoperta America,,"Vassalli, Normanni, Aratro, Invasioni Barbariche, Caccia alle streghe","Un periodo di fusione di culture, idee e storie",0.0,Neutrale/Misto
Donna,20-29,Laurea triennale,Lombardia,No,Parzialmente negativa,24.5,6,2,0,476 d.c.,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Altro,1016.0,"Peste, Invasioni Barbariche, Vassalli, Crociate, Stato pontificio",,,Neutrale/Misto
Donna,20-29,Laurea triennale,Emilia Romagna,No,Neutrale,24.5,6,3,0,1400,1400.0,1000+ (Basso Medioevo),Non specificato,1500,1500.0,1493-1517 (Riforma protestante),Non specificato,100.0,"Stato pontificio, Invasioni Barbariche, Aratro, Crociate",,,Neutrale/Misto
Donna,20-29,Licenza media,Emilia Romagna,No,Neutrale,24.5,2,3,0,1100,1100.0,1000+ (Basso Medioevo),Non specificato,1400,1400.0,1400-1453 (Caduta Costantinopoli),Non specificato,300.0,"Peste, Crociate, Vassalli, Aratro, Invasioni Barbariche",,,Neutrale/Misto
Uomo,50-59,Laurea triennale,Abruzzo,No,Parzialmente negativa,54.5,6,2,0,6 secolo,550.0,500-600 (Alto Medioevo),Caduta Roma,15 secolo,1450.0,1400-1453 (Caduta Costantinopoli),Altro,900.0,"Arabi, Peste, Crociate, Normanni, Caccia alle streghe",Un lungo periodo di stasi nella evoluzione culturale dell'Europa,0.0,Neutrale/Misto
Donna,20-29,Diploma di istruzione professionale,Emilia Romagna,No,Parzialmente positiva,24.5,3,4,0,.,,Non specificato,Non specificato,.,,Non specificato,Non specificato,,"Peste, Crociate, Caccia alle streghe",,,Neutrale/Misto
Donna,20-29,Laurea triennale,Friuli Venezia Giulia,No,Neutrale,24.5,6,3,0,VIII secolo dc ,750.0,600-800 (Periodo pre-carolingio),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,742.0,"Invenzione della stampa, Caccia alle streghe, Peste, Vassalli, Crociate","Penso che sia un periodo storico molto affascinante, ma anche demonizzato. Sicuramente la percezione che abbiamo oggi di un’epoca buia e superstiziosa è quantomeno romanzata. So che nell’ottocento c’è stato un revisionismo storico del medioevo e tante cose che oggi associamo al periodo medievale sono in realtà un’invenzione postuma, ma più di questo non so. Buona fortuna per la tesi :) ",1.0,Positivo
Donna,50-59,Diploma di istruzione professionale,Emilia Romagna,No,Parzialmente negativa,54.5,3,2,0,5oo DC ,,Non specificato,Non specificato,1500,1500.0,1493-1517 (Riforma protestante),Non specificato,,"Crociate, Caccia alle streghe, Scoperta dell’America",,,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Abruzzo,No,Parzialmente negativa,24.5,5,2,0,473 d.C. circa,473.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492 d.C. circa,1492.0,1454-1492 (Scoperta America),Scoperta America,1019.0,"Caccia alle streghe, Crociate, Stato pontificio, Vassalli",,,Neutrale/Misto
Uomo,50-59,Laurea magistrale,Abruzzo,No,Neutrale,54.5,7,3,0,300 dc,300.0,Pre-476 (ante caduta Roma),Altro,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1192.0,"Vassalli, Peste, Caccia alle streghe, Invasioni Barbariche, Repubbliche Marinare",Nulla da aggiungere,0.0,Neutrale/Misto
Donna,30-39,Diploma di istruzione professionale,Emilia Romagna,No,Neutrale,34.5,3,3,0,Dal 476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1495,1495.0,1493-1517 (Riforma protestante),Scoperta America,1019.0,"Repubbliche Marinare, Scoperta dell’America",,,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Abruzzo,No,Neutrale,24.5,5,3,0,476 a.C.,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1942,1942.0,1518+ (Fine posticipata),Scoperta America,1466.0,"Crociate, Peste, Vassalli, Stato pontificio",,,Neutrale/Misto
Altro,50-59,Diploma di istruzione tecnica,Abruzzo,No,Neutrale,54.5,4,3,0,400,400.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1500,1500.0,1493-1517 (Riforma protestante),Scoperta America,1100.0,"Crociate, Vassalli",,,Neutrale/Misto
Uomo,30-39,Diploma di istruzione professionale,Lombardia,No,Parzialmente positiva,34.5,3,4,0,500,500.0,476-500 (Caduta Impero Romano Occ.),Altro,1200,1200.0,Pre-1400 (Fine anticipata),Altro,700.0,"Crociate, Stato pontificio, Caccia alle streghe, Invenzione della stampa, Scoperta dell’America",,,Neutrale/Misto
Uomo,50-59,Diploma di istruzione professionale,Campania,No,Assolutamente negativa,54.5,3,1,0,900,900.0,800-1000 (Impero Carolingio),Altro,1300,1300.0,Pre-1400 (Fine anticipata),Altro,400.0,Caccia alle streghe,,,Neutrale/Misto
Uomo,50-59,Licenza media,Emilia Romagna,No,Parzialmente positiva,54.5,2,4,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Repubbliche Marinare, Aratro, Peste",,,Neutrale/Misto
Uomo,50-59,Laurea magistrale,Sardegna,No,Neutrale,54.5,7,3,0,700,700.0,600-800 (Periodo pre-carolingio),Caduta Roma,1400,1400.0,1400-1453 (Caduta Costantinopoli),Rinascimento,700.0,"Invasioni Barbariche, Caccia alle streghe, Normanni, Peste, Vassalli",,,Neutrale/Misto
Donna,60-69,Diploma di istruzione tecnica,Emilia Romagna,No,Parzialmente negativa,64.5,4,2,0,450 dc,450.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1500,1500.0,1493-1517 (Riforma protestante),Non specificato,1050.0,Crociate,,,Neutrale/Misto
Donna,50-59,Laurea magistrale,Lombardia,Sì,Assolutamente positiva,54.5,7,5,1,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492 anno della scoperta dell'America,1492.0,1454-1492 (Scoperta America),Altro,1016.0,"Crociate, Peste, Ungari, Invasioni Barbariche, Caccia alle streghe",Età di transizione in cui si gettano le basi per la società moderna.,0.0,Neutrale/Misto
Donna,50-59,Diploma di istruzione tecnica,Veneto,No,Neutrale,54.5,4,3,0,Cinquecento ,,Non specificato,Non specificato,con la scoperta dell' America ,,Non specificato,Non specificato,,"Peste, Vassalli, Caccia alle streghe, Stato pontificio, Scoperta dell’America",,,Neutrale/Misto
Donna,20-29,Laurea triennale,Veneto,No,Parzialmente negativa,24.5,6,2,0,400,400.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1500,1500.0,1493-1517 (Riforma protestante),Non specificato,1100.0,Caccia alle streghe,,,Neutrale/Misto
Donna,30-39,Laurea magistrale,Trentino Alto Adige,No,Neutrale,34.5,7,3,0,500,500.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1500,1500.0,1493-1517 (Riforma protestante),Ricordi scolastici,1000.0,"Crociate, Repubbliche Marinare, Caccia alle streghe, Scoperta dell’America, Vassalli","periodo di transizione e di cambiamenti. 
contrasto tra episodi negativi ma anche tanta voglia di capire e di scoprire di più il mondo e l'umanità.",0.0,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Campania,No,Neutrale,24.5,5,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1492,1492.0,1454-1492 (Scoperta America),Non specificato,1016.0,"Vassalli, Invasioni Barbariche, Caccia alle streghe, Peste, Repubbliche Marinare",,,Neutrale/Misto
Donna,18-19,Licenza media,Veneto,No,Neutrale,18.5,2,3,0,500,500.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1450,1450.0,1400-1453 (Caduta Costantinopoli),Non specificato,950.0,"Stato pontificio, Caccia alle streghe, Aratro, Crociate, Peste",,,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Emilia Romagna,No,Assolutamente positiva,24.5,5,5,0,1600,1600.0,1000+ (Basso Medioevo),Ricordi scolastici,1700,1700.0,1518+ (Fine posticipata),Ricordi scolastici,100.0,"Normanni, Caccia alle streghe, Invasioni Barbariche, Crociate, Peste",,,Neutrale/Misto
Donna,18-19,Licenza media,Lombardia,No,Neutrale,18.5,2,3,0,476 aC,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Aratro, Peste, Repubbliche Marinare, Crociate, Vassalli",,,Neutrale/Misto
Uomo,50-59,Diploma di istruzione tecnica,Lombardia,Sì,Assolutamente positiva,54.5,4,5,1,476 dc,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Invenzione della stampa, Crociate, Repubbliche Marinare",epoca sottovalutata perché intrisa di cristianesimo e quindi scomoda,0.0,Neutrale/Misto
Donna,50-59,Laurea magistrale,Lombardia,No,Neutrale,54.5,7,3,0,V secolo,450.0,476-500 (Caduta Impero Romano Occ.),Altro,XV secolo,1450.0,1400-1453 (Caduta Costantinopoli),Scoperta America,1000.0,"Invasioni Barbariche, Stato pontificio",,,Neutrale/Misto
Donna,60-69,Diploma di istruzione liceale,Lombardia,Sì,Assolutamente positiva,64.5,5,5,1,A cavallo dell'anno mille,,Non specificato,Altro,1500,1500.0,1493-1517 (Riforma protestante),Altro,,"Repubbliche Marinare, Crociate, Scoperta dell’America, Peste, Caccia alle streghe",Non lo considero buio ma ricco di passione,0.0,Neutrale/Misto
Donna,50-59,Diploma di istruzione professionale,Emilia Romagna,No,Assolutamente positiva,54.5,3,5,0,1400,1400.0,1000+ (Basso Medioevo),Non specificato,1400,1400.0,1400-1453 (Caduta Costantinopoli),Altro,0.0,"Peste, Vassalli, Editto di Rotari, Caccia alle streghe, Crociate",,,Neutrale/Misto
Uomo,20-29,Diploma di istruzione professionale,Lombardia,Sì,Parzialmente negativa,24.5,3,2,1,1100 a.C.,1100.0,1000+ (Basso Medioevo),Non specificato,1300,1300.0,Pre-1400 (Fine anticipata),Non specificato,200.0,Crociate,Bel periodo 10/10,0.0,Neutrale/Misto
Uomo,20-29,Diploma di istruzione tecnica,Lombardia,Sì,Parzialmente negativa,24.5,4,2,1,1000,1000.0,800-1000 (Impero Carolingio),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,492.0,"Stato pontificio, Peste, Caccia alle streghe, Crociate, Vassalli","Periodo molto esteso, immaginario fortemente caratterizzato ai giorni nostri ma con poche fonti di informazioni attendibili che mi facciano evocare un’immagine chiara in testa di come potesse essere in realtà. Forte presenza di iconografia religiosa che non suscita particolarmente il mio interesse.",0.0,Neutrale/Misto
Donna,50-59,Laurea magistrale,Puglia,Sì,Assolutamente positiva,54.5,7,5,1,VI-VII,,Non specificato,Invasioni barbariche,XIV,,Non specificato,Rinascimento,,"Vassalli, Invasioni Barbariche, Crociate, Normanni, Repubbliche Marinare",Incontro di culture es di Medioevo il mosaico di Otranto,0.0,Neutrale/Misto
Uomo,60-69,Laurea magistrale,Lombardia,Sì,Parzialmente negativa,64.5,7,2,1,313,313.0,Pre-476 (ante caduta Roma),Altro,1517,1517.0,1493-1517 (Riforma protestante),Altro,1204.0,"Repubbliche Marinare, Crociate, Normanni, Vassalli, Stato pontificio",,,Neutrale/Misto
Uomo,60-69,Laurea magistrale,Emilia Romagna,No,Parzialmente negativa,64.5,7,2,0,465,465.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1027.0,Vassalli,Età di nascita dell'Europa,0.0,Neutrale/Misto
Uomo,60-69,Dottorato,Puglia,No,Parzialmente negativa,64.5,8,2,0,XI,,Non specificato,Non specificato,XII,,Non specificato,Non specificato,,"Invasioni Barbariche, Crociate, Aratro, Invenzione della stampa, Caccia alle streghe",,,Neutrale/Misto
Donna,50-59,Laurea magistrale,Lombardia,No,Assolutamente positiva,54.5,7,5,0,476 DC ,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Invasioni Barbariche, Editto di Rotari, Stato pontificio, Crociate, Vassalli",Bisognerebbe cambiare il nome perché non vuole dire nulla in se stesso,0.0,Neutrale/Misto
Uomo,60-69,Laurea magistrale,Puglia,Sì,Parzialmente negativa,64.5,7,2,1,Quinto secolo,,Non specificato,Caduta Roma,1453,1453.0,1400-1453 (Caduta Costantinopoli),Caduta Costantinopoli,,"Vassalli, Repubbliche Marinare, Editto di Rotari, Normanni, Crociate",Un grande periodo di inclusione: differenti popoli e etnie si uniscono per formare la grande civiltà europea.,0.0,Neutrale/Misto
Donna,60-69,Laurea magistrale,Puglia,Sì,Parzialmente negativa,64.5,7,2,1,V sec,450.0,476-500 (Caduta Impero Romano Occ.),Altro,XV sec,1450.0,1400-1453 (Caduta Costantinopoli),Ricordi scolastici,1000.0,"Invasioni Barbariche, Peste, Arabi, Editto di Rotari, Caccia alle streghe",,,Neutrale/Misto
Donna,50-59,Laurea magistrale,Puglia,Sì,Parzialmente positiva,54.5,7,4,1,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,XV/ XVI secolo ,1550.0,1518+ (Fine posticipata),Scoperta America,1074.0,"Vassalli, Arabi, Normanni, Repubbliche Marinare, Crociate",,,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Puglia,No,Parzialmente negativa,24.5,5,2,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Crociate, Aratro, Peste, Caccia alle streghe, Vassalli",,,Neutrale/Misto
